ISBN,title,author,price,category,availability,source
0671826123,TOWARDS ZERO,Agatha Christie,,,,csv
061804213X,Diamond Dust: Stories,Anita Desai,,,,csv
0916583856,Hopeful Monsters,Nicholas Mosley,,,,csv
0743205596,Rag Man : A Novel,Pete Hautman,,,,csv
0743202414,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,,,,csv
0394582721,Technopoly: The Surrender of Culture to Technology,Neil Postman,,,,csv
0374194408,The Lunar Men: Five Friends Whose Curiosity Changed the World,Jennifer S. Uglow,,,,csv
1568361289,I Married Adventure: The Lives of Martin and Osa Johnson (Kodansha Globe),Osa Johnson,,,,csv
0671646478,NANCY REAGAN : NANCY REAGAN,K.C. Kelley,,,,csv
1559210931,Dunedin,Shena MacKay,,,,csv
1550460897,The Antique Mystique: Guide to Southern Ontario,Kathy McCleary,,,,csv
1559210702,A Bowl of Cherries,Shena MacKay,,,,csv
0374291330,Wise Children,Angela Carter,,,,csv
0811825426,"Small Patios: Simple Projects, Contemporary Design (Garden Design, 4)",Hazel White,,,,csv
0679733345,The Coast of Chicago (Vintage contemporaries),Stuart Dybek,,,,csv
0767912357,"Ciao, America: An Italian Discovers the U.S.",BEPPE SEVERGNINI,,,,csv
067149547X,The Lion of Boaz-Jachin and Jachin-Boaz,Russell Hoban,,,,csv
0920656714,Exploring the Sky by Day: An Equinox Guide to Weather and the Atmosphere,Terrence Dickinson,,,,csv
0671618938,Pilgermann,Russell Hoban,,,,csv
0156005336,Dreams Of Dead Women's Handbag: Collected Stories,Shena MacKay,,,,csv
1551092190,Illustrated History of Nova Scotia,Harry Bruce,,,,csv
0374281971,The City of Your Final Destination,Peter Cameron,,,,csv
1567312780,"Cat Crimes I, Ii, III",Martin H. Greenberg,,,,csv
0815602537,A Writer's Reality,Mario Vargas Llosa,,,,csv
0865475180,Never Eat Your Heart Out,Judith Moore,,,,csv
0451191099,"Mrs. Malory: Death of a Dean (Mrs. Malory Series , No 7)",Hazel Holt,,,,csv
1857251385,Murder in Tamburlaine,Elaine Dollery,,,,csv
0312142757,Anglo-Saxon Attitudes,Angus Wilson,,,,csv
0395498627,Swimming Lessons and Other Stories from Firozsha Baag,Rohinton Mistry,,,,csv
0425157822,Goose in the Pond (Goose in the Pond),Earlene Fowler,,,,csv
0971898103,The Search Engine,Kathleen Ossip,,,,csv
0393045102,The Dream of a Common Language,Adrienne Rich,,,,csv
0385043805,Rebecca,Daphne du Maurier,,,,csv
0679720472,Blackeyes,Dennis Potter,,,,csv
0312241143,Murder on the Lusitania,Conrad Allen,,,,csv
0394755928,"A Visit from the Footbinder, and Other Stories (Vintage Contemporaries)",Emily Prager,,,,csv
0670875716,The Spring Cleaning Murders (Viking Mystery Suspense),Dorothy Cannell,,,,csv
0874700566,The Hostage Brain,Bruce S. McEwen,,,,csv
0786706651,Wake Up Little Susie: A Mystery (Sam McCain Mysteries),Edward Gorman,,,,csv
067972298X,Unfinished Painting: Poems,Mary Jo Salter,,,,csv
0786707380,Creme De LA Crime,Janet Hutchings,,,,csv
0822956489,Elegy (Pitt Poetry Series (Paper)),Larry Levis,,,,csv
0910055319,Spells for Not Dying Again: Poems,Diana O'Hehir,,,,csv
072785237X,Whydunit? (Perfectly Criminal 2) (Cwa),Ruth Rendell,,,,csv
0393048888,A Mayan Astronomer in Hell's Kitchen: Poems,Martin Espada,,,,csv
1885983468,Plasticville,David Trinidad,,,,csv
0966339576,Paraph of Bone &amp; Other Kinds of Blue,Edward M. Pavlic,,,,csv
0060132434,Burning the empty nests; poems,Gregory Orr,,,,csv
0449218147,The Rag Bag Clan,Richard Barth,,,,csv
0375726500,Grasshopper: A Novel (Vintage Crime/Black Lizard),Barbara Vine,,,,csv
0945167350,Portable People,Paul West,,,,csv
0809448858,The World We Live in (A Child's First Library of Learning),Time-Life Books,,,,csv
0809448572,Flowers &amp; Trees (A Child's First Library of Learning),Time Life,,,,csv
0771035322,The Goldfish Bowl (Willows and Parker Mysteries),LAURENCE GOUGH,,,,csv
0425168905,"Mom, Apple Pie, and Murder",Nancy Pickard,,,,csv
0451191056,A Cat Under the Mistletoe: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,,,,csv
0929822005,River Gods and Spotted Devils,John Culler,,,,csv
1565300289,365 Ways to Kiss Your Love: A Daily Guide to Creative Kissing,Tomima Edmark,,,,csv
1895636396,The Beautiful Dead End,Clint Hutzulak,,,,csv
0864922353,Trails of Fredericton (Trails of the Cities),Bill Thorpe,,,,csv
0771033958,The Canada Trip,Charles Gordon,,,,csv
1559723505,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine Aron,,,,csv
0859533131,Follow My Leader: Facing Up to Responsibility (Facing Up),Gianni Padoan,,,,csv
0689205864,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,,,,csv
0517581140,Finding Her Voice: The Saga of Women in Country Music,Mary A. Bufwack,,,,csv
0553103466,Circling the Sacred Mountain : A Spiritual Adventure Through the Himalayas,Robert Thurman,,,,csv
087044414X,"On the Brink of Tomorrow: Frontiers of Science (Special Publications Series 17, No. 3)",Donald J. Crump,,,,csv
0786806540,Into the Cold Fire (Daughters of the Moon #2),Lynne Ewing,,,,csv
0747243360,Stop Counting Sheep,Paul Clayton,,,,csv
0139118276,Test Your 80's Cultural Literacy,Carol Orsag Madigan,,,,csv
2070388735,Au Revoir Les Enfants,Louis Malle,,,,csv
071193083X,Musical London,Edward Lee,,,,csv
0751300101,Paris (Eyewitness Travel Guides),Alan Tillier,,,,csv
0312860277,Columbo: The Hoover Files,William Harrington,,,,csv
0060391510,"Beyond Prozac: Brain-Toxic Lifestyles, Natural Antidotes &amp; New Generation Antidepressants","Michael J., M.D. Norden",,,,csv
0671252879,The San Francisco Underground Gourmet: An Irreverent Guide to Dining in the Bay Area : Dinners from $2.00 (A Fireside Book),R. B. Read,,,,csv
0892965312,Death of a Macho Man,M. C. Beaton,,,,csv
0892966440,Death of a Scriptwriter (Hamish Macbeth Mysteries (Hardcover)),M. C. Beaton,,,,csv
0786869003,"The Cell:  Inside the 9/11 Plot, And Why the FBI and CIA Failed to Stop It",John Miller,,,,csv
0802733484,The Wrong Dog: A Rachel Alexander and Dash Mystery (Rachel Alexander &amp; Dash Mysteries (Hardcover)),Carol Lea Benjamin,,,,csv
0486424529,Nostromo (Dover Thrift Editions),Joseph Conrad,,,,csv
0684862247,A Passion to Win,Sumner Redstone,,,,csv
3499205874,Hexen hexen. ( Ab 10 J.). Das Buch zum Film.,Roald Dahl,,,,csv
0876121504,Law of Success,Paramahansa Yoganand,,,,csv
0312977107,A Place of Safety (Chief Inspector Barnaby Mysteries (Paperback)),Caroline Graham,,,,csv
3426602865,Mein Jahr in der Provence / Toujours Provence.,Peter Mayle,,,,csv
0380732971,Call the Dead Again : A Meredith and Markby Mystery (Meredith and Markby Mysteries (Paperback)),Ann Granger,,,,csv
3492235875,Die Glut. Sonderausgabe.,Sandor Marai,,,,csv
377013463X,Norwegen. Richtig Reisen.,Michael MÃ?Â¶bius,,,,csv
3404162188,Ein Mann wie ein Keks.,Jane Gordon,,,,csv
3404147871,Blumen fÃ?Â¼r sein Grab. Mitchell und Markbys siebter Fall.,Ann Granger,,,,csv
3404259246,Kometen.,Stefan Beuse,,,,csv
3803122864,Valentino. Ein Roman und fÃ?Â¼nf ErzÃ?Â¤hlungen.,Natalia Ginzburg,,,,csv
376153065X,Alternativer Lebensstil: Christsein mit politischem Horizont (Aktuelle Themen),Barbara Weidner,,,,csv
3878683790,Such dir einen Einsamen: Von der Not der Vereinsamung und ihrer Ã?berwindung (MÃ¼nsterschwarzacher Kleinschriften),Reinhard Abeln,,,,csv
3442728851,Das BlÃ?Â¼tenstaubzimmer. Sonderausgabe.,Zoe Jenny,,,,csv
3123511405,Das kunstseidene MÃ?Â¤dchen. Textausgabe mit Materialien. (Lernmaterialien),Irmgard Keun,,,,csv
3442441641,Das GummibÃ?Â¤rchen- Orakel.,Dietmar Bittrich,,,,csv
0140317201,"Ronia, the Robber's Daughter",Astrid Lindgren,,,,csv
3423128631,"Das Grab der Pulcinellen. ErzÃ?Â¤hlungen, Pasticci, Phantasien.",Martin Mosebach,,,,csv
3746619130,Die BlumenkÃ?Â¶nigin. Ein Maria Sibylla Merian- Roman.,Inez van Dullemen,,,,csv
3423127872,Mermaid Avenue.,Binnie Kirshenbaum,,,,csv
3426617307,Big Fish. Ein Roman von mythischen AusmaÃ?Â?en.,Daniel Wallace,,,,csv
085285076X,Portuguese in Three Months (Hugo),Hugo's Language Books,,,,csv
3404920228,"Es gibt keine schlechten Menschen, sagte der BÃ?Â¤r, wenn sie gut zubereitet sind.",Stefano Benni,,,,csv
3293200311,"UT, Nr.31, Fantasia",Assia Djebar,,,,csv
3596109434,Lythande. ErzÃ?Â¤hlungen.,Marion Zimmer Bradley,,,,csv
3442720915,Frau im Labyrinth,Caroline Llewellyn,,,,csv
3442724937,Ein trÃ?Â¼gerisches Bild.,Caroline Llewellyn,,,,csv
3442722179,Die Galerie.,Caroline Llewellyn,,,,csv
3257211732,Auf der schiefen Ebene. Roman.,Evelyn Waugh,,,,csv
3257212763,Charles Ryders Tage vor Brideshead. ErzÃ?Â¤hlungen.,Evelyn Waugh,,,,csv
3257211767,Der KnÃ?Â¼ller. Roman.,Evelyn Waugh,,,,csv
3257211740,Lust und Laster. Roman.,Evelyn Waugh,,,,csv
3850020592,Ich erinnere mich nicht: Satiren : keine Memoiren,Hugo Wiener,,,,csv
3596259398,Das Haus Der Kindheit,Kaschnitz,,,,csv
3596270022,Der Hauptmann von KÃ?Â¶penick. Ein deutsches MÃ?Â¤rchen in drei Akten.,Carl Zuckmayer,,,,csv
3423013915,Die schÃ?Â¶nsten Legenden.,Selma LagerlÃ?Â¶f,,,,csv
0140019405,As I Lay Dying,William Faulkner,,,,csv
3423127805,Griechische Mythen.,Marie Luise Kaschnitz,,,,csv
3404145526,Faule Fische. Ein Sommernachts- Albtraum,Garry Kilworth,,,,csv
3257206321,KÃ?Â¶nig Lear. Macbeth. Timon von Athen.,William Shakespeare,,,,csv
344235269X,Elefantenballett.,Sandi Toksvig,,,,csv
3257225326,Blau wie die HÃ?Â¶lle. Roman.,Philippe Djian,,,,csv
3596270227,Unsere kleine Stadt / Our Town.,Thornton Wilder,,,,csv
3453099532,Belgrave Square.,Anne Perry,,,,csv
3423125268,Der Schattenspringer.,Georg Kreisler,,,,csv
3499223082,Das Todesjahr des Ricardo Reis.,Jose Saramago,,,,csv
3596135109,Der Idiot.,Fjodor Michailowitsch Dostojewski,,,,csv
3426702452,Die Legende vom Eisernen Turm 02. Die kalten Schatten.,Dennis L. McKiernan,,,,csv
3442722462,Der Zorn des Engels.,Joyce Carol Oates,,,,csv
0312858175,"Beggars Ride (Beggars Trilogy, Book 3)",Nancy Kress,,,,csv
3404715233,Merlins Geheimnis,Jonathan Gunson,,,,csv
3404242041,JÃ?Â¤ger des verlorenen Parkplatzes.,Robert Rankin,,,,csv
3442440254,Violetta,Pieke Biermann,,,,csv
0553239767,The Catcher in the Rye,J. D. Salinger,,,,csv
3423127058,Kurzer AbriÃ?Â? meiner Karriere als Ehebrecherin.,Binnie Kirshenbaum,,,,csv
3423100699,Mein feministischer Alltag: Cartoons,Franziska Becker,,,,csv
3257203276,Der Stillgelegte Mensch,Rosendorfer,,,,csv
0595229891,Thunderous Applause,Timothy Schneider,,,,csv
088133748X,Dancing Skeletons: Life and Death in West Africa,Katherine Dettwyler,,,,csv
0060153156,Staying Ok,Amy Harris,,,,csv
0747257663,A Cross of Stars,Patrica Shaw,,,,csv
0312755708,The Stanbroke girls: A novel of regency England,Fiona Hill,,,,csv
3442448751,Im Kreis des Wolfs.,Nicholas Evans,,,,csv
0345440757,"Secrets of the Baby Whisperer: How to Calm, Connect, and Communicate with Your Baby",TRACY HOGG,,,,csv
349923226X,WÃ?Â¶rter aus 30 Jahren. Reportagen etc.,Elke Heidenreich,,,,csv
3499226065,Der Garten Eden.,Ernest Hemingway,,,,csv
3257700040,Drei Katzengeschichten.,Patricia Highsmith,,,,csv
3404133285,Geisterstunde.,Wolfgang Hohlbein,,,,csv
3453206622,In Schwimmen - zwei - VÃ?Â¶gel. Roman.,Flann O'Brien,,,,csv
3404114671,Die Herren der Insel.,Pat Conroy,,,,csv
0449200612,Strangers Among Us,Ruth Montgomery,,,,csv
0140380566,Stand in the Wind,Jean Little,,,,csv
1552123650,And So It Began,Jy Chiperzak,,,,csv
091610804X,Initiation,Elisabeth Haich,,,,csv
0739303058,A Cold Heart,JONATHAN KELLERMAN,,,,csv
031035501X,In His Image,Paul Brand,,,,csv
0830816275,Parenting in the Pew: Guiding Your Children into the Joy of Worship (Children in Public Worship Series),Robbie Castleman,,,,csv
0752817264,Stepping Stones,Maureen Lee,,,,csv
0805424822,Living Loud: Defending Your Faith (Truthquest),Norman Geisler,,,,csv
006066567X,Praying with the Psalms: A Year of Daily Prayers and Reflections on the Words of David,Eugene H. Peterson,,,,csv
0752848356,The House by Prince's Park,Maureen Lee,,,,csv
031035451X,Fearfully and Wonderfully Made,Paul Brand,,,,csv
0060665122,Answering God: The Psalms as Tools for Prayer,Eugene H. Peterson,,,,csv
0736904190,Classic Christianity: Life's Too Short to Miss the Real Thing,Bob George,,,,csv
1930206402,Final Fantasy Crystal Chron Sg,Nintendo of America,,,,csv
0804834687,"Romance of the Three Kingdoms, Vol. 2",Lo Kuan-Chung,,,,csv
0439978963,The Sterkarm Handshake,Susan Price,,,,csv
0590222104,Homicidal Psycho Jungle Cat,Bill Watterson,,,,csv
1860648916,Understanding the Present: Alternative History of Science,Brian Appleyard,,,,csv
0812968646,Communism : A History,RICHARD PIPES,,,,csv
0891092994,Biblical Principles and Public Policy: The Practice (Christians in the marketplace series),Richard B. Chewning,,,,csv
0451623509,"Let the Trumpet Sound: The Life of Martin Luther King, Jr",Stephen B. Oates,,,,csv
0771014864,A Killing Spring (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,,,,csv
0895262762,Icons of Evolution: Science or Myth?,Jonathan Wells,,,,csv
0060391103,Russian Roulette: Afghanistan Through Russian Eyes,Gennady Bocharov,,,,csv
0060177179,"Hunting the Devil/Pursuit, Capture and Confession of the Most Savage Serial Killer in History",Richard Lourie,,,,csv
0155058835,Invitation to Critical Thinking (with InfoTrac),Joel Rudinow,,,,csv
1551110598,Good Reasons For Better Arguments,Jerome E. Bickenbach,,,,csv
0131829939,"Asking the Right Questions: A Guide to Critical Thinking, Seventh Edition",M. Neil Browne,,,,csv
0805070893,"Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time",Michael Shermer,,,,csv
1579122280,Eccentric Lives and Peculiar Notions,John F. Michell,,,,csv
0830812180,Know Why You Believe,Paul Little,,,,csv
031021923X,"Jesus I Never Knew, The",Philip Yancey,,,,csv
0618257497,Last Year's River: A Novel,Allen Morris Jones,,,,csv
0684834936,DARWINS BLACK BOX: THE BIOCHEMICAL CHALLENGE TO EVOLUTION,Michael J. Behe,,,,csv
1573226599,Gospel Truth: The New Image of Jesus Emerging from Science and History and Why It Matters,Russell Shorto,,,,csv
0879055944,Maverick Western Verse,John C. Dofflemyer,,,,csv
0521525403,More: Utopia (Cambridge Texts in the History of Political Thought),Thomas More,,,,csv
0802775926,Measuring the Universe: Our Historic Quest to Chart the Horizons of Space and Time,Kitty Ferguson,,,,csv
0441118801,Chthon,Piers Anthony,,,,csv
0380002663,Orn,Piers Anthony,,,,csv
2020551470,Le baron perche,Calvino,,,,csv
2070415872,"L'Echiquier du mal, tome 1",Dan Simmons,,,,csv
2877141926,La Mare Au Diable (World Classics),George Sand,,,,csv
2706105526,Commedia dell'arte: Le jeu masquÃ© (Theatrum mundi),MichÃ¨le Clavilier,,,,csv
0140170146,North American Indians (Penguin Nature Library),George Catlin,,,,csv
2070498654,Encore un jour au paradis,Eddie Little,,,,csv
044661372X,Derailed,James Siegel,,,,csv
0971252580,Lost Souls of the Witches' Castle,Terri DuLong,,,,csv
0595272762,God and Grandma,Peggy Teel,,,,csv
0060013524,Last Stand at Saber River,Elmore Leonard,,,,csv
039456541X,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,,,,csv
047139145X,The Complete Q &amp; A Job Interview Book,Jeffrey G.  Allen,,,,csv
0060505923,The Simpsons Beyond Forever! : A Complete Guide to Our Favorite Family...Still Continued,Matt Groening,,,,csv
0062517716,The 100 Simple Secrets of Successful People: What Scientists Have Learned and How You Can Use It,David Niven,,,,csv
0345442717,The World According to Lucy,Charles M. Schulz,,,,csv
0394549171,Requiem for a Woman's Soul,Omar Rivabella,,,,csv
0671761927,BOOK OF ANSWERS : THE NEW YORK PUBLIC LIBRARY TELEPHONE REFERENCE SERVICE'S MOST UNUSUAL AND ENTER,Barbara Berliner,,,,csv
0743229967,The Motley Fool Investment Guide for Teens : 8 Steps to Having More Money Than Your Parents Ever Dreamed Of (Motley Fool),David Gardner,,,,csv
0590486683,Slam! (Point Signature (Scholastic)),Walter Dean Myers,,,,csv
0553273248,"My Darling, My Hamburger",PAUL ZINDEL,,,,csv
0393324036,The Cartoon History of the Universe III: From the Rise of Arabia to the Renaissance,Larry Gonick,,,,csv
0768909031,Triple Your Reading Speed (Triple Your Reading Speed),Wade E. Cutler,,,,csv
0743461010,Garden of Evil (Charmed),Diana G. Gallagher,,,,csv
0028635868,The Complete Idiot's Guide to Decoding Your Genes,Linda Tagliaferro,,,,csv
0028643607,The Complete Idiot's Guide(R) to Latino History and Culture,D. H. Figueredo,,,,csv
0393314588,Poetry in Motion: 100 Poems from the Subways and Buses,Molly Peacock,,,,csv
0590674528,Humming Whispers,Angela Johnson,,,,csv
0761123776,Handbags: The Power of the Purse,Anna Johnson,,,,csv
0140096205,"Orson Welles, a biography",Barbara Leaming,,,,csv
0747256470,Two to Tango,Peter Guttridge,,,,csv
0676973817,"\Until You Are Dead\"" : Steven Truscott's Long Ride into History""",JULIAN SHER,,,,csv
0590767771,Tiger Woods: An American Master (Scholastic Biography),Nicholas Edwards,,,,csv
0865475784,The Potato: How the Humble Spud Rescued the Western World,Larry Zuckerman,,,,csv
1572970685,"Lyric's World (Star Wars: Junior Jedi Knights, Vol 2)",Nancy Richardson,,,,csv
0671890247,"Tvacations: A Fun Guide to the Sites, the Stars, and the Inside Stories Behind Your Favorite TV Shows",Fran Wenograd Golden,,,,csv
0679441859,My Dark Places: An L.A. Crime Memoir,James Ellroy,,,,csv
0440413133,Basher Five-Two: The True Story of F-16 Fighter Pilot Captain Scott O'Grady,Scott O'Grady,,,,csv
0553156160,INCREDIBLE JOURNEY,SHEILA BURNFORD,,,,csv
0684826585,ALIAS SHAKESPEARE,Joseph Sobran,,,,csv
0140367128,Frankenstein (Puffin Classics),Mary Wollstonecraft Shelley,,,,csv
0446690449,Blood Work,Michael Connelly,,,,csv
0440446406,"Lazy Lions, Lucky Lambs (Kids of the Polk Street School)",Patricia Reilly Giff,,,,csv
0439339189,"The Trail of the Jedi (Star Wars: Jedi Quest, Book 2)",Jude Watson,,,,csv
1572970979,"Promises (Star Wars: Junior Jedi Knights, Book 3)",Nancy Richardson,,,,csv
0439058732,"Snow Monster Mystery (Bailey City Monsters, 8)",Marcia Jones,,,,csv
0440402077,Garbage Juice for Breakfast (Polka Dot Private Eye),Patricia Reilly Giff,,,,csv
1572971363,"Anakin's Quest (Star Wars: Junior Jedi Knights, Book 4)",Rebecca Moesta,,,,csv
0759623414,Yokche,P. J. Erickson,,,,csv
0440400902,B-E-S-T Friends (New Kids at the Polk Street School),Patricia Reilly Giff,,,,csv
0375815163,"Junie B., First Grader (At Last!)",Barbara Park,,,,csv
0842350284,"Choice Adventures: The Rain Forest Mission (Choice adventures, books that let you choose what happens next!)",D'Ann Steere,,,,csv
0671685678,EYEBALLS FOR BREAKFAST : EYEBALLS FOR BREAKFAST,M.M. Ragz,,,,csv
059010845X,"Howling at the Hauntlys' (Bailey City Monsters , No 2)",Marcia Jones,,,,csv
0590258192,Ghouls Don't Scoop Ice Cream (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,,,,csv
0590307223,Ricky Ricotta's Mighty Robot Vs. the Mutant Mosquitoes from Mercury: The Second Robot Adventure Noel (Ricky Ricotta),Dav Pilkey,,,,csv
1899749306,Nobilis: The Game of Sovereign Powers,R. Sean Borgstrom,,,,csv
0679863737,Sunset of the Sabertooth  (Magic Tree House #7),Mary Pope Osborne,,,,csv
1568846762,Computers Simplified (Idg's 3-D Visual),Ruth Maran,,,,csv
0671529447,Nightmare in 3-D (Ghosts of Fear Street #4),R. L. Stine,,,,csv
0316110167,Arthur's Computer Disaster (Arthur Adventure Series),Marc Brown,,,,csv
0590978055,"Help! I'm Trapped in My Lunch Lady's Body (Help, I'm Trapped)",Todd Strasser,,,,csv
0590978039,"Help! I'm Trapped in a Movie Star's Body (Help, I'm Trapped)",Todd Strasser,,,,csv
0061065900,The Case of the Cheerleading Camp Mystery (The New Adventures of Mary-Kate &amp; Ashley #17),Lisa Fiedler,,,,csv
0753453754,Sports Stories (Story Library (Paperback)),Alan Durant,,,,csv
0516203347,The Internet for Kids (True Books-Computers),Charnan Kazunas,,,,csv
0679883428,"Junie B. Jones Is Not A Crook (Junie B. Jones 9, paper)",BARBARA PARK,,,,csv
0816703140,Computers,Francene Sabin,,,,csv
078681716X,Spy Kids Adventures: A New Kind of Super Spy,Elizabeth Lenhard,,,,csv
1564178536,Internet Without Fear!: Practical Tips and Activities for the Elementary Classroom,Elizabeth Rhodes Offutt,,,,csv
0525453970,The Bravest Thing,Donna Jo Napoli,,,,csv
1559583665,Kermit Learns Windows (A Muppet Computer Book),Kathleen Resnick,,,,csv
0671003925,The TALE OF THE SHIMMERING SHELL ARE YOU AFRAID O (ARE YOU AFRAID OF THE DARK),"Bobbi J.G, Weiss",,,,csv
0590674382,"Gigantopus from Planet X! (Weird Zone , No 6)",Tony Abbott,,,,csv
0439501156,The Official Guide to Bionicle (Bionicle),Greg Farshtey,,,,csv
0590187317,The Magic School Bus Gets Programmed: A Book About Computers (Magic School Bus),Nancy White,,,,csv
0689845421,Jimmy Neutron Boy Genius (Jimmy Neutron),Marc Cerasini,,,,csv
0926842595,Teaching With the Internet: Lessons from the Classroom,Donald J. Leu,,,,csv
059043943X,Horrible Harry And The Green Slime,Suzy Kline,,,,csv
0590742620,"Mutilated Monkey Meat (Camp Run-a-Muck , No 2)",Todd Strasser,,,,csv
0380790920,Circuit of Heaven,Dennis Danvers,,,,csv
0439236258,Ricky Ricotta's Giant Robot Vs. the Voodoo Vultures from Venus (The Third Robot Adventure Novel),Dav Pilkey,,,,csv
0439501164,"Tale of the Toa (Bionicle Chronicles, #1)",Cathy Hapka,,,,csv
0425174646,Umbrella Man (Jack Flippo Mysteries (Paperback)),Doug Swanson,,,,csv
067993457X,Great-Uncle Dracula and the Dirty Rat (A Stepping Stone Book),Jayne Harvey,,,,csv
0874778980,"Making Money With Your Computer at Home: The Inside Information You Need to Know to Select and Operate a Full-Time, Part-Time, or Add-On Business That's Right for You",Paul Edwards,,,,csv
3442354714,Lucy rÃ?Â¤umt auf.,Caroline Preston,,,,csv
0874778840,Making Money in Cyberspace,Paul Edwards,,,,csv
0027438309,The Case of the Invisible Dog (Mcgurk Mystery),E. W. Hildick,,,,csv
0307960137,This Is My Body: Little Golden Book (Little Critter),Gina Mayer,,,,csv
0380871149,Beginner's Computer Dictionary,Elizabeth Wall,,,,csv
0517584921,Manhattan Nocturne: A Novel,Colin Harrison,,,,csv
8478887350,Balzac Y LA Joven Costurera China,Dai Suie,,,,csv
0307628442,Just Lost (A Golden Look-Look Book),Gina Mayer,,,,csv
0590407783,Just Plain Cat (R),Nancy K. Robinson,,,,csv
0399146040,Mr Phillips,John Lanchester,,,,csv
0316695262,Right as Rain: A Novel,George P. Pelecanos,,,,csv
0060735414,Bloodsucking Fiends,Christopher Moore,,,,csv
3492043267,Ich Muss Los: Roman,Annette Pehnt,,,,csv
0688166393,Bandits,Elmore Leonard,,,,csv
0312909810,Big Time Tommy Sloane,James Reardon,,,,csv
8401590116,Palabras Para Julia Y Otros Poemas,Jose Agustin Goytisolo,,,,csv
8466308482,Sefarad (Spanish Version),Antonio Molina Munoz,,,,csv
1878424092,The Magical Approach: Seth Speaks About the Art of Creative Living (A Seth Book),Seth,,,,csv
0801575605,Think and Grow Rich Action Pack,Napoleon Hill,,,,csv
0451168186,David St. Clair's Lessons in Instant Esp,David St. Clair,,,,csv
3257201494,"Go down, Moses. Chronik einer Familie. Roman.",William Faulkner,,,,csv
2213011168,Rendez-vous avec mon fils: Roman,Janine Boissard,,,,csv
2258009545,MÃ©moires intimes,Georges Simenon,,,,csv
0552097667,The bridge at Andau,James A. Michener,,,,csv
0964870207,Six Seconds to True Calm : Thriving Skills for 21st Century Living,Robert S. Siegel,,,,csv
0965038718,Return to Harmony: Creating Harmony and Balance Through the Frequencies of Sound.,Nicole La Voie,,,,csv
2290321230,Plateforme,Michel Houellebecq,,,,csv
0679449310,Bad Chemistry: A Novel,Gary Krist,,,,csv
0399143793,Die Trying,Lee Child,,,,csv
2020262053,"Le Boucher (Fiction, Poetry and Drama)",Reyes,,,,csv
044652753X,Misfortune,Nancy Geary,,,,csv
2268038718,Renaud : Bouquin d'enfer,Thierry SÃ?Â©chan,,,,csv
0312147155,Red Leaves,Paullina Simons,,,,csv
1582431329,Ambassador of the Dead,Askold Melnyczuk,,,,csv
0451203739,Moon over Lake Elmo: A Novel,Steve Thayer,,,,csv
0393321258,Under Cover of Daylight,James W. Hall,,,,csv
0898658586,Sweet Myth-Tery of Life (Myth Adventure),Robert Asprin,,,,csv
0385501617,P. G. County,CONNIE BRISCOE,,,,csv
031227484X,Blood,Patricia Traxler,,,,csv
0747540128,The Juryman's Tale,Trevor Grove,,,,csv
1550172085,"High Seas, High Risk: The Story of the Sudburys",Pat Wastell Norris,,,,csv
0771012179,Niagara: A History of the Falls,Pierre Berton,,,,csv
0061007986,A Means to Evil,John Trenhaile,,,,csv
0889842167,Walking in Paradise,Libby Creelman,,,,csv
0452280354,Starr Bright Will Be With You Soon,Joyce Carol Oates,,,,csv
0373227000,Confessions of the Heart,Amanda Stevens,,,,csv
0006380263,Perfection of the Morning an Apprentices,Sharon Butala,,,,csv
0812550102,Beggars &amp; Choosers,Nancy Kress,,,,csv
1862071365,Law of White Spaces,Giorgio Pressburger,,,,csv
0671749331,Florida Straits,Laurence Shames,,,,csv
0312155824,Codes of Betrayal,Dorothy Uhnak,,,,csv
0812556259,Brightness Falls from the Air,James Tiptree Jr.,,,,csv
155611401X,Tropical Depression: A Novel of Suspense,Jeffry P. Lindsay,,,,csv
0380624559,Adrift,Tristan Jones,,,,csv
0312851170,The Cold One,Christopher Pike,,,,csv
0439401399,The Contest,Gordon Korman,,,,csv
155611382X,The Moons of Summer,S.K. Epperson,,,,csv
0312097727,Consider the Crows,Charlene Weir,,,,csv
0883965089,The Language of Courage and Inner Strenght: A Wonderful Gift of Inspiring Thoughts (Language Of-- Series),Douglas Pagels,,,,csv
0312851154,Season of Passage,Christopher Pike,,,,csv
0874778999,Heart Steps: Prayers and Declarations for a Creative Life,Julia Cameron,,,,csv
0385304447,Time Expired: A Jill Smith Mystery,Susan Dunlap,,,,csv
0553070002,Well-Schooled in Murder,Elizabeth George,,,,csv
0849943787,Stranded In Paradise (Women of Faith Fiction),Lori Copeland,,,,csv
0399146016,Playing Botticelli,Liza Nelson,,,,csv
0849943345,Falling In Love With Jesus Abandoning Yourself To The Greatest Romance Of Your Life,Dee Brestin,,,,csv
0937295795,Meet Kirsten: An American Girl (American Girls Collection),Janet Shaw,,,,csv
